sku,location,on_hand_qty,reorder_point,as_of_date,inventory_value
SKU01948,ST006,136,64,2026-04-06,15697.12
SKU01949,ST013,540,282,2026-04-06,11140.2
SKU01950,ST020,87,30,2026-04-06,1919.22
SKU01951,ST027,142,60,2026-04-06,5883.06
SKU01952,ST034,250,120,2026-04-06,14257.5
SKU01953,ST041,158,105,2026-04-06,10984.16
SKU01954,ST048,32,12,2026-04-06,1911.36
SKU01955,ST003,256,114,2026-04-06,18974.72
SKU01956,ST010,204,120,2026-04-06,16760.64
SKU01957,ST017,288,100,2026-04-06,29275.2
SKU01958,ST024,102,42,2026-04-06,10944.6
SKU01959,ST031,218,115,2026-04-06,2186.54
SKU01960,ST038,100,32,2026-04-06,2068.0
SKU01961,ST045,218,174,2026-04-06,9415.42
SKU01962,ST052,42,20,2026-04-06,1995.84
SKU01963,ST007,364,108,2026-04-06,26502.84
SKU01964,ST014,102,72,2026-04-06,6585.12
SKU01965,ST021,380,165,2026-04-06,31726.2
SKU01966,ST028,116,32,2026-04-06,9723.12
SKU01967,ST035,294,186,2026-04-06,28171.08
SKU01968,ST042,200,80,2026-04-06,19300.0
SKU01969,ST049,278,148,2026-04-06,36106.64
SKU01970,ST004,52,30,2026-04-06,1044.16
SKU01971,ST011,472,175,2026-04-06,12862.0
SKU01972,ST018,170,80,2026-04-06,5647.4
SKU01973,ST025,472,246,2026-04-06,23212.96
SKU01974,ST032,29,10,2026-04-06,1838.89
SKU01975,ST039,133,56,2026-04-06,9803.43
SKU01976,ST046,300,144,2026-04-06,23028.0
SKU01977,ST001,338,225,2026-04-06,29000.4
SKU01978,ST008,63,24,2026-04-06,7790.58
SKU01979,ST015,243,108,2026-04-06,30870.72
SKU01980,ST022,68,40,2026-04-06,641.92
SKU01981,ST029,218,76,2026-04-06,4067.88
SKU01982,ST036,44,18,2026-04-06,1566.4
SKU01983,ST043,209,110,2026-04-06,9072.69
SKU01984,ST050,150,48,2026-04-06,7128.0
SKU01985,ST005,172,138,2026-04-06,11343.4
SKU01986,ST012,74,35,2026-04-06,5211.08
SKU01987,ST019,351,104,2026-04-06,31059.99
SKU01988,ST026,136,96,2026-04-06,15793.68
SKU01989,ST033,310,135,2026-04-06,34233.3
SKU01990,ST040,58,16,2026-04-06,6161.92
SKU01991,ST047,285,180,2026-04-06,5195.55
SKU01992,ST002,250,100,2026-04-06,7405.0
SKU01993,ST009,232,124,2026-04-06,8266.16
SKU01994,ST016,84,48,2026-04-06,4417.56
SKU01995,ST023,459,170,2026-04-06,29467.8
SKU01996,ST030,204,96,2026-04-06,16060.92
SKU01997,ST037,402,210,2026-04-06,29454.54
SKU01998,ST044,72,25,2026-04-06,7584.48
SKU01999,ST051,361,152,2026-04-06,33352.79
SKU02000,ST006,100,48,2026-04-06,9795.0
SKU00001,ST001,142,76,2026-04-13,2666.76
SKU00002,ST008,42,24,2026-04-13,1283.1
SKU00003,ST015,230,85,2026-04-13,9549.6
SKU00004,ST022,102,48,2026-04-13,4445.16
SKU00005,ST029,264,138,2026-04-13,14081.76
SKU00006,ST036,116,40,2026-04-13,8145.52
SKU00007,ST043,200,84,2026-04-13,15352.0
SKU00008,ST050,200,96,2026-04-13,19346.0
SKU00009,ST005,202,135,2026-04-13,22323.02
SKU00010,ST012,52,20,2026-04-13,6814.6
SKU00011,ST019,338,150,2026-04-13,6584.24
SKU00012,ST026,170,100,2026-04-13,5140.8
SKU00013,ST033,356,124,2026-04-13,15179.84
SKU00014,ST040,29,12,2026-04-13,1518.73
SKU00015,ST047,276,145,2026-04-13,14219.52
SKU00016,ST002,300,96,2026-04-13,17310.0
SKU00017,ST009,262,210,2026-04-13,20878.78
SKU00018,ST016,63,30,2026-04-13,5168.52
SKU00019,ST023,446,132,2026-04-13,49233.94
SKU00020,ST030,68,48,2026-04-13,7135.24
SKU00021,ST037,448,195,2026-04-13,62715.52
SKU00022,ST044,44,12,2026-04-13,1037.08
SKU00023,ST051,352,222,2026-04-13,7765.12
SKU00024,ST006,150,60,2026-04-13,5149.5
SKU00025,ST013,322,172,2026-04-13,17339.7
SKU00026,ST020,74,42,2026-04-13,5283.6
SKU00027,ST027,216,80,2026-04-13,14193.36
SKU00028,ST034,136,64,2026-04-13,11659.28
SKU00029,ST041,540,282,2026-04-13,47012.4
SKU00030,ST048,58,20,2026-04-13,5436.92
SKU00031,ST003,190,80,2026-04-13,22847.5
SKU00032,ST010,250,120,2026-04-13,2320.0
SKU00033,ST017,158,105,2026-04-13,4766.86
SKU00034,ST024,84,32,2026-04-13,2749.32
SKU00035,ST031,324,144,2026-04-13,15850.08
SKU00036,ST038,204,120,2026-04-13,10430.52
SKU00037,ST045,288,100,2026-04-13,22616.64
SKU00038,ST052,72,30,2026-04-13,5520.24
SKU00039,ST007,266,140,2026-04-13,28986.02
SKU00040,ST014,100,32,2026-04-13,10819.0
SKU00041,ST021,218,174,2026-04-13,25898.4
SKU00042,ST028,21,10,2026-04-13,2178.96
SKU00043,ST035,432,128,2026-04-13,5076.0
SKU00044,ST042,102,72,2026-04-13,3079.38
SKU00045,ST049,380,165,2026-04-13,19418.0
SKU00046,ST004,87,24,2026-04-13,3727.95
SKU00047,ST011,342,216,2026-04-13,19487.16
SKU00048,ST018,200,80,2026-04-13,13564.0
SKU00049,ST025,278,148,2026-04-13,20880.58
SKU00050,ST032,32,18,2026-04-13,2835.2
SKU00051,ST039,202,75,2026-04-13,24147.08
SKU00052,ST046,170,80,2026-04-13,17520.2
SKU00053,ST001,472,246,2026-04-13,3804.32
SKU00054,ST008,102,35,2026-04-13,1524.9
SKU00055,ST015,180,76,2026-04-13,5947.2
SKU00056,ST022,300,144,2026-04-13,10416.0
SKU00057,ST029,338,225,2026-04-13,15162.68
SKU00058,ST036,42,16,2026-04-13,2806.02
SKU00059,ST043,310,138,2026-04-13,22670.3
SKU00060,ST050,68,40,2026-04-13,5838.48
SKU00061,ST005,218,76,2026-04-13,23905.88
SKU00062,ST012,116,48,2026-04-13,11924.8
SKU00063,ST019,256,135,2026-04-13,29880.32
SKU00064,ST026,150,48,2026-04-13,2035.5
SKU00065,ST033,172,138,2026-04-13,4458.24
SKU00066,ST040,52,25,2026-04-13,2224.56
SKU00067,ST047,418,124,2026-04-13,25748.8
SKU00068,ST002,136,96,2026-04-13,9985.12
SKU00069,ST009,310,135,2026-04-13,19821.4
SKU00070,ST016,29,8,2026-04-13,2128.02
SKU00071,ST023,332,210,2026-04-13,33047.28
SKU00072,ST030,250,100,2026-04-13,30125.0
SKU00073,ST037,232,124,2026-04-13,29225.04
SKU00074,ST044,63,36,2026-04-13,9149.49
SKU00075,ST051,189,70,2026-04-13,4072.95
SKU00076,ST006,204,96,2026-04-13,6474.96
SKU00077,ST013,402,210,2026-04-13,17402.58
SKU00078,ST020,44,15,2026-04-13,2228.16
SKU00079,ST027,171,72,2026-04-13,9056.16
SKU00080,ST034,100,48,2026-04-13,7480.0
SKU00081,ST041,292,195,2026-04-13,25850.76
SKU00082,ST048,74,28,2026-04-13,6921.96
SKU00083,ST003,297,132,2026-04-13,30418.74
SKU00084,ST010,102,60,2026-04-13,11305.68
SKU00085,ST017,494,172,2026-04-13,3383.9
SKU00086,ST024,58,24,2026-04-13,1509.74
SKU00087,ST031,247,130,2026-04-13,9121.71
SKU00088,ST038,200,64,2026-04-13,9854.0
SKU00089,ST045,352,282,2026-04-13,23471.36
SKU00090,ST052,84,40,2026-04-13,6692.28
SKU00091,ST007,405,120,2026-04-13,31918.05
SKU00092,ST014,170,120,2026-04-13,14494.2
SKU00093,ST021,242,105,2026-04-13,24115.3
SKU00094,ST028,72,20,2026-04-13,8963.28
SKU00095,ST035,323,204,2026-04-13,37810.38
SKU00096,ST042,300,120,2026-04-13,7620.0
SKU00097,ST049,188,100,2026-04-13,4784.6
SKU00098,ST004,21,12,2026-04-13,956.97
SKU00099,ST011,513,190,2026-04-13,28409.94
SKU00100,ST018,68,32,2026-04-13,3247.68
SKU00101,ST025,334,174,2026-04-13,26866.96
SKU00102,ST032,87,30,2026-04-13,6587.64
SKU00103,ST039,162,68,2026-04-13,17306.46
SKU00104,ST046,150,72,2026-04-13,19207.5
SKU00105,ST001,248,165,2026-04-13,24752.88
SKU00106,ST008,32,12,2026-04-13,487.68
SKU00107,ST015,284,126,2026-04-13,5660.12
SKU00108,ST022,136,80,2026-04-13,5962.24
SKU00109,ST029,426,148,2026-04-13,17623.62
SKU00110,ST036,102,42,2026-04-13,6939.06
SKU00111,ST043,238,125,2026-04-13,15598.52
SKU00112,ST050,250,80,2026-04-13,20672.5
SKU00113,ST005,308,246,2026-04-13,29417.08
SKU00114,ST012,42,20,2026-04-13,4559.1
SKU00115,ST019,392,116,2026-04-13,37157.68
SKU00116,ST026,204,144,2026-04-13,30455.16
SKU00117,ST033,518,225,2026-04-13,8588.44
SKU00118,ST040,116,32,2026-04-13,3618.04
SKU00119,ST047,314,198,2026-04-13,12324.5
SKU00120,ST002,100,40,2026-04-13,3985.0
SKU00121,ST009,142,76,2026-04-13,8443.32
SKU00122,ST016,52,30,2026-04-13,3594.24
SKU00123,ST023,500,185,2026-04-13,42815.0
SKU00124,ST030,102,48,2026-04-13,10344.84
SKU00125,ST037,264,138,2026-04-13,30460.32
SKU00126,ST044,29,10,2026-04-13,3411.56
SKU00127,ST051,152,64,2026-04-13,21435.04
SKU00128,ST006,200,96,2026-04-13,3232.0
SKU00129,ST013,202,135,2026-04-13,5623.68
SKU00130,ST020,63,24,2026-04-13,3012.66
SKU00131,ST027,270,120,2026-04-13,16629.3
SKU00132,ST034,170,100,2026-04-13,9254.8
SKU00133,ST041,356,124,2026-04-13,27636.28
SKU00134,ST048,44,18,2026-04-13,3765.08
SKU00135,ST003,228,120,2026-04-13,25631.76
SKU00136,ST010,300,96,2026-04-13,27231.0
SKU00137,ST017,262,210,2026-04-13,30504.66
SKU00138,ST024,74,35,2026-04-13,1304.62
SKU00139,ST031,378,112,2026-04-13,6505.38
SKU00140,ST038,68,48,2026-04-13,2711.84
SKU00141,ST045,448,195,2026-04-13,21571.2
SKU00142,ST052,58,16,2026-04-13,3538.58
SKU00143,ST007,304,192,2026-04-13,18118.4
SKU00144,ST014,150,60,2026-04-13,10978.5
SKU00145,ST021,322,172,2026-04-13,32869.76
SKU00146,ST028,84,48,2026-04-13,7499.52
SKU00147,ST035,486,180,2026-04-13,61430.4
SKU00148,ST042,136,64,2026-04-13,18663.28
SKU00149,ST049,540,282,2026-04-13,12992.4
SKU00150,ST004,72,25,2026-04-13,2352.96
SKU00151,ST011,142,60,2026-04-13,7058.82
SKU00152,ST018,250,120,2026-04-13,11102.5
SKU00153,ST025,158,105,2026-04-13,10617.6
SKU00154,ST032,21,8,2026-04-13,1281.84
SKU00155,ST039,256,114,2026-04-13,19863.04
SKU00156,ST046,204,120,2026-04-13,17074.8
SKU00157,ST001,288,100,2026-04-13,27184.32
SKU00158,ST008,87,36,2026-04-13,10158.12
SKU00159,ST015,218,115,2026-04-13,2544.06
SKU00160,ST022,100,32,2026-04-13,2832.0
SKU00161,ST029,218,174,2026-04-13,5842.4
SKU00162,ST036,32,15,2026-04-13,1744.96
SKU00163,ST043,364,108,2026-04-13,21909.16
SKU00164,ST050,102,72,2026-04-13,6377.04
SKU00165,ST005,380,165,2026-04-13,24901.4
SKU00166,ST012,102,28,2026-04-13,9154.5
SKU00167,ST019,294,186,2026-04-13,25948.44
SKU00168,ST026,200,80,2026-04-13,20570.0
SKU00169,ST033,278,148,2026-04-13,34441.42
SKU00170,ST040,42,24,2026-04-13,548.1
SKU00171,ST047,472,175,2026-04-13,10393.44
SKU00172,ST002,170,80,2026-04-13,6830.6
SKU00173,ST009,472,246,2026-04-13,18809.2
SKU00174,ST016,116,40,2026-04-13,8394.92
SKU00175,ST023,133,56,2026-04-13,10868.76
SKU00176,ST030,300,144,2026-04-13,30216.0
SKU00177,ST037,338,225,2026-04-13,26380.9
SKU00178,ST044,52,20,2026-04-13,5775.12
SKU00179,ST051,243,108,2026-04-13,31947.21
SKU00180,ST006,68,40,2026-04-13,792.2
SKU00181,ST013,218,76,2026-04-13,6291.48
SKU00182,ST020,29,12,2026-04-13,694.26
SKU00183,ST027,209,110,2026-04-13,9937.95
SKU00184,ST034,150,48,2026-04-13,7816.5
SKU00185,ST041,172,138,2026-04-13,11395.0
SKU00186,ST048,63,30,2026-04-13,4295.97
SKU00187,ST003,351,104,2026-04-13,30652.83
SKU00188,ST010,136,96,2026-04-13,13359.28
SKU00189,ST017,310,135,2026-04-13,39866.0
SKU00190,ST024,44,12,2026-04-13,5918.88
SKU00191,ST031,285,180,2026-04-13,4659.75
SKU00192,ST038,250,100,2026-04-13,7240.0
SKU00193,ST045,232,124,2026-04-13,8553.84
SKU00194,ST052,74,42,2026-04-13,3468.38
SKU00195,ST007,459,170,2026-04-13,25010.91
SKU00196,ST014,204,96,2026-04-13,13519.08
SKU00197,ST021,402,210,2026-04-13,26978.22
SKU00198,ST028,58,20,2026-04-13,4641.16
SKU00199,ST035,361,152,2026-04-13,41782.14
SKU00200,ST042,100,48,2026-04-13,9364.0
SKU00201,ST049,292,195,2026-04-13,38179.0
SKU00202,ST004,84,32,2026-04-13,1974.84
SKU00203,ST011,230,102,2026-04-13,7550.9
SKU00204,ST018,102,60,2026-04-13,4082.04
SKU00205,ST025,494,172,2026-04-13,26241.28
SKU00206,ST032,72,30,2026-04-13,4910.4
SKU00207,ST039,200,105,2026-04-13,14336.0
SKU00208,ST046,200,64,2026-04-13,14550.0
SKU00209,ST001,352,282,2026-04-13,37713.28
SKU00210,ST008,21,10,2026-04-13,2198.91
SKU00211,ST015,338,100,2026-04-13,43189.64
SKU00212,ST022,170,120,2026-04-13,1011.5
SKU00213,ST029,242,105,2026-04-13,3828.44
SKU00214,ST036,87,24,2026-04-13,3198.12
SKU00215,ST043,276,174,2026-04-13,11658.24
SKU00216,ST050,300,120,2026-04-13,19329.0
SKU00217,ST005,188,100,2026-04-13,12537.72
SKU00218,ST012,32,18,2026-04-13,2723.2
SKU00219,ST019,446,165,2026-04-13,41081.06
SKU00220,ST026,68,32,2026-04-13,5988.08
SKU00221,ST033,334,174,2026-04-13,35664.52
SKU00222,ST040,102,35,2026-04-13,13353.84
SKU00223,ST047,352,148,2026-04-13,6526.08
SKU00224,ST002,150,72,2026-04-13,4009.5
SKU00225,ST009,248,165,2026-04-13,10582.16
SKU00226,ST016,42,16,2026-04-13,2365.02
SKU00227,ST023,216,96,2026-04-13,11268.72
SKU00228,ST030,136,80,2026-04-13,8275.6
SKU00229,ST037,426,148,2026-04-13,32593.26
SKU00230,ST044,116,48,2026-04-13,9784.6
SKU00231,ST051,190,100,2026-04-13,20523.8
SKU00232,ST006,250,80,2026-04-13,34087.5
SKU00233,ST013,308,246,2026-04-13,4290.44
SKU00234,ST020,52,25,2026-04-13,1195.48
SKU00235,ST027,324,96,2026-04-13,10189.8
SKU00236,ST034,204,144,2026-04-13,9157.56
SKU00237,ST041,518,225,2026-04-13,23610.44
SKU00238,ST048,29,8,2026-04-13,2312.46
SKU00239,ST003,266,168,2026-04-13,17675.7
SKU00240,ST010,100,40,2026-04-13,8279.0
SKU00241,ST017,142,76,2026-04-13,15642.72
SKU00242,ST024,63,36,2026-04-13,8208.27
SKU00243,ST031,432,160,2026-04-13,49822.56
SKU00244,ST038,102,48,2026-04-13,1821.72
SKU00245,ST045,264,138,2026-04-13,7392.0
SKU00246,ST052,44,15,2026-04-13,1712.48
SKU00247,ST007,342,144,2026-04-13,14993.28
SKU00248,ST014,200,96,2026-04-13,12160.0
SKU00249,ST021,202,135,2026-04-13,15929.72
SKU00250,ST028,74,28,2026-04-13,6055.42
SKU00251,ST035,202,90,2026-04-13,21468.56
SKU00252,ST042,170,100,2026-04-13,20915.1
SKU00253,ST049,356,124,2026-04-13,40381.08
SKU00254,ST004,58,24,2026-04-13,7946.58
SKU00255,ST011,180,95,2026-04-13,3673.8
SKU00256,ST018,300,96,2026-04-13,10650.0
SKU00257,ST025,262,210,2026-04-13,11237.18
SKU00258,ST032,84,40,2026-04-13,3684.24
SKU00259,ST039,310,92,2026-04-13,17369.3
SKU00260,ST046,68,48,2026-04-13,5454.96
SKU00261,ST001,448,195,2026-04-13,40983.04
SKU00262,ST008,72,20,2026-04-13,6539.04
SKU00263,ST015,256,162,2026-04-13,27089.92
SKU00264,ST022,150,60,2026-04-13,20536.5
SKU00265,ST029,322,172,2026-04-13,6411.02
SKU00266,ST036,21,12,2026-04-13,566.58
SKU00267,ST043,418,155,2026-04-13,16410.68
SKU00268,ST050,136,64,2026-04-13,6145.84
SKU00269,ST005,540,282,2026-04-13,27378.0
SKU00270,ST012,87,30,2026-04-13,5942.1
SKU00271,ST019,332,140,2026-04-13,24883.4
SKU00272,ST026,250,120,2026-04-13,24185.0
SKU00273,ST033,158,105,2026-04-13,14202.62
SKU00274,ST040,32,12,2026-04-13,4151.04
SKU00275,ST047,189,84,2026-04-13,26845.56
SKU00276,ST002,204,120,2026-04-13,2951.88
SKU00277,ST009,288,100,2026-04-13,9676.8
SKU00278,ST016,102,42,2026-04-13,4024.92
SKU00279,ST023,171,90,2026-04-13,8974.08
SKU00280,ST030,100,32,2026-04-13,5730.0
SKU00281,ST037,218,174,2026-04-13,16663.92
SKU00282,ST044,42,20,2026-04-13,4231.5
SKU00283,ST051,297,88,2026-04-13,26379.54
SKU00284,ST006,102,72,2026-04-13,12801.0
SKU00285,ST013,380,165,2026-04-13,45007.2
SKU00286,ST020,116,32,2026-04-13,2172.68
SKU00287,ST027,247,156,2026-04-13,4290.39
SKU00288,ST034,200,80,2026-04-13,6936.0
SKU00289,ST041,278,148,2026-04-13,11803.88
SKU00290,ST048,52,30,2026-04-13,2472.6
SKU00291,ST003,405,150,2026-04-13,30346.65
SKU00292,ST010,170,80,2026-04-13,13977.4
SKU00293,ST017,472,246,2026-04-13,46567.52
SKU00294,ST024,29,10,2026-04-13,2668.0
SKU00295,ST031,323,136,2026-04-13,37797.46
SKU00296,ST038,300,144,2026-04-13,33342.0
SKU00297,ST045,338,225,2026-04-13,4610.32
SKU00298,ST052,63,24,2026-04-13,1472.94
SKU00299,ST007,513,228,2026-04-13,16698.15
SKU00300,ST014,68,40,2026-04-13,3185.8
SKU00301,ST021,218,76,2026-04-13,13585.76
SKU00302,ST028,44,18,2026-04-13,2999.04
SKU00303,ST035,162,85,2026-04-13,15040.08
SKU00304,ST042,150,48,2026-04-13,14361.0
SKU00305,ST049,172,138,2026-04-13,19525.44
SKU00306,ST004,74,35,2026-04-13,8918.48
SKU00307,ST011,284,84,2026-04-13,39958.8
SKU00308,ST018,136,96,2026-04-13,3473.44
SKU00309,ST025,310,135,2026-04-13,9613.1
SKU00310,ST032,58,16,2026-04-13,2732.96
SKU00311,ST039,238,150,2026-04-13,13213.76
SKU00312,ST046,250,100,2026-04-13,15275.0
SKU00313,ST001,232,124,2026-04-13,20388.16
SKU00314,ST008,84,48,2026-04-13,7899.36
SKU00315,ST015,392,145,2026-04-13,43888.32
SKU00316,ST022,204,96,2026-04-13,24912.48
SKU00317,ST029,402,210,2026-04-13,57819.66
SKU00318,ST036,72,25,2026-04-13,1646.64
SKU00319,ST043,314,132,2026-04-13,7887.68
SKU00320,ST050,100,48,2026-04-13,3583.0
SKU00321,ST005,292,195,2026-04-13,14880.32
SKU00322,ST012,21,8,2026-04-13,1168.86
SKU00323,ST019,500,222,2026-04-13,35975.0
SKU00324,ST026,102,60,2026-04-13,7987.62
SKU00325,ST033,494,172,2026-04-13,54557.36
SKU00326,ST040,87,36,2026-04-13,7808.25
SKU00327,ST047,152,80,2026-04-13,17048.32
SKU00328,ST002,200,64,2026-04-13,22986.0
SKU00329,ST009,352,282,2026-04-13,7715.84
SKU00330,ST016,32,15,2026-04-13,977.28
SKU00331,ST023,270,80,2026-04-13,9171.9
SKU00332,ST030,170,120,2026-04-13,9955.2
SKU00333,ST037,242,105,2026-04-13,14580.5
SKU00334,ST044,102,28,2026-04-13,6959.46
SKU00335,ST051,228,144,2026-04-13,22948.2
SKU00336,ST006,300,120,2026-04-13,25638.0
SKU00337,ST013,188,100,2026-04-13,20915.0
SKU00338,ST020,42,24,2026-04-13,5278.14
SKU00339,ST027,378,140,2026-04-13,5208.84
SKU00340,ST034,68,32,2026-04-13,1357.96
SKU00341,ST041,334,174,2026-04-13,9041.38
SKU00342,ST048,116,40,2026-04-13,4373.2
SKU00343,ST003,304,128,2026-04-13,17054.4
SKU00344,ST010,150,72,2026-04-13,8622.0
SKU00345,ST017,248,165,2026-04-13,16851.6
SKU00346,ST024,52,20,2026-04-13,4459.0
SKU00347,ST031,486,216,2026-04-13,40012.38
SKU00348,ST038,136,80,2026-04-13,16732.08
SKU00349,ST045,426,148,2026-04-13,54800.64
SKU00350,ST052,29,12,2026-04-13,535.92
SKU00351,ST007,142,75,2026-04-13,4965.74
SKU00352,ST014,250,80,2026-04-13,11027.5
SKU00353,ST021,308,246,2026-04-13,14756.28
SKU00354,ST028,63,30,2026-04-13,4391.73
SKU00355,ST035,256,76,2026-04-13,17771.52
SKU00356,ST042,204,144,2026-04-13,17242.08
SKU00357,ST049,518,225,2026-04-13,56275.52
SKU00358,ST004,44,12,2026-04-13,4824.16
SKU00359,ST011,218,138,2026-04-13,29447.44
SKU00360,ST018,100,40,2026-04-13,1387.0
SKU00361,ST025,142,76,2026-04-13,2568.78
SKU00362,ST032,74,42,2026-04-13,2248.86
SKU00363,ST039,364,135,2026-04-13,16259.88
SKU00364,ST046,102,48,2026-04-13,5835.42
SKU00365,ST001,264,138,2026-04-13,15937.68
SKU00366,ST008,58,20,2026-04-13,5160.84
SKU00367,ST015,294,124,2026-04-13,26901.0
SKU00368,ST022,200,96,2026-04-13,17986.0
SKU00369,ST029,202,135,2026-04-13,26047.9
SKU00370,ST036,84,32,2026-04-13,11177.04
SKU00371,ST043,472,210,2026-04-13,6376.72
SKU00372,ST050,170,100,2026-04-13,3173.9
SKU00373,ST005,356,124,2026-04-13,13517.32
SKU00374,ST012,72,30,2026-04-13,4188.24
SKU00375,ST019,133,70,2026-04-13,8766.03
SKU00376,ST026,300,96,2026-04-13,22116.0
SKU00377,ST033,262,210,2026-04-13,18340.0
SKU00378,ST040,21,10,2026-04-13,1796.34
SKU00379,ST047,243,72,2026-04-13,27174.69
SKU00380,ST002,68,48,2026-04-13,7892.08
SKU00381,ST009,448,195,2026-04-13,52617.6
SKU00382,ST016,87,24,2026-04-13,1371.12
SKU00383,ST023,209,132,2026-04-13,7187.51
SKU00384,ST030,150,60,2026-04-13,4665.0
SKU00385,ST037,322,172,2026-04-13,16270.66
SKU00386,ST044,32,18,2026-04-13,1995.84
SKU00387,ST051,351,130,2026-04-13,23885.55
SKU00388,ST006,136,64,2026-04-13,12065.92
SKU00389,ST013,540,282,2026-04-13,45500.4
SKU00390,ST020,102,35,2026-04-13,9342.18
SKU00391,ST027,285,120,2026-04-13,29041.5
SKU00392,ST034,250,120,2026-04-13,2007.5
SKU00393,ST041,158,105,2026-04-13,2870.86
SKU00394,ST048,42,16,2026-04-13,1619.94
SKU00395,ST003,459,204,2026-04-13,20755.98
SKU00396,ST010,204,120,2026-04-13,11868.72
SKU00397,ST017,288,100,2026-04-13,20525.76
SKU00398,ST024,116,48,2026-04-13,7914.68
SKU00399,ST031,361,190,2026-04-13,35388.83
SKU00400,ST038,100,32,2026-04-13,12233.0
SKU00401,ST045,218,174,2026-04-13,23498.22
SKU00402,ST052,52,25,2026-04-13,6282.64
SKU00403,ST007,230,68,2026-04-13,3139.5
SKU00404,ST014,102,72,2026-04-13,2480.64
SKU00405,ST021,380,165,2026-04-13,16077.8
SKU00406,ST028,29,8,2026-04-13,1761.75
SKU00407,ST035,200,126,2026-04-13,10232.0
SKU00408,ST042,200,80,2026-04-13,16146.0
SKU00409,ST049,278,148,2026-04-13,24438.98
SKU00410,ST004,63,36,2026-04-13,6139.98
SKU00411,ST011,338,125,2026-04-13,38183.86
SKU00412,ST018,170,80,2026-04-13,21867.1
SKU00413,ST025,472,246,2026-04-13,1958.8
SKU00414,ST032,44,15,2026-04-13,680.68
SKU00415,ST039,276,116,2026-04-13,8158.56
SKU00416,ST046,300,144,2026-04-13,12369.0
SKU00417,ST001,338,225,2026-04-13,21060.78
SKU00418,ST008,74,28,2026-04-13,4975.76
SKU00419,ST015,446,198,2026-04-13,36406.98
SKU00420,ST022,68,40,2026-04-13,5814.68
SKU00421,ST029,218,76,2026-04-13,17714.68
SKU00422,ST036,58,24,2026-04-13,6420.02
SKU00423,ST043,352,185,2026-04-13,38420.8
SKU00424,ST050,150,48,2026-04-13,2028.0
SKU00425,ST005,172,138,2026-04-13,3517.4
SKU00426,ST012,84,40,2026-04-13,2857.68
SKU00427,ST019,216,64,2026-04-13,11892.96
SKU00428,ST026,136,96,2026-04-13,7863.52
SKU00429,ST033,310,135,2026-04-13,24223.4
SKU00430,ST040,72,20,2026-04-13,5932.08
SKU00431,ST047,190,120,2026-04-13,16030.3
SKU00432,ST002,250,100,2026-04-13,25922.5
SKU00433,ST009,232,124,2026-04-13,26482.8
SKU00434,ST016,21,12,2026-04-13,3062.01
SKU00435,ST023,324,120,2026-04-13,8297.64
SKU00436,ST030,204,96,2026-04-13,6632.04
SKU00437,ST037,402,210,2026-04-13,15340.32
SKU00438,ST044,87,30,2026-04-13,4962.48
SKU00439,ST051,266,112,2026-04-13,14161.84
SKU00440,ST006,100,48,2026-04-13,6930.0
SKU00441,ST013,292,195,2026-04-13,30286.24
SKU00442,ST020,32,12,2026-04-13,3363.84
SKU00443,ST027,432,192,2026-04-13,41238.72
SKU00444,ST034,102,60,2026-04-13,14071.92
SKU00445,ST041,494,172,2026-04-13,5651.36
SKU00446,ST048,102,42,2026-04-13,2045.1
SKU00447,ST003,342,180,2026-04-13,12951.54
SKU00448,ST010,200,64,2026-04-13,9742.0
SKU00449,ST017,352,282,2026-04-13,20929.92
SKU00450,ST024,42,20,2026-04-13,3133.2
SKU00451,ST031,202,60,2026-04-13,16087.28
SKU00452,ST038,170,120,2026-04-13,18018.3
SKU00453,ST045,242,105,2026-04-13,25318.04
SKU00454,ST052,116,32,2026-04-13,11516.48
SKU00455,ST007,180,114,2026-04-13,21718.8
SKU00456,ST014,300,120,2026-04-13,4881.0
SKU00457,ST021,188,100,2026-04-13,6025.4
SKU00458,ST028,52,30,2026-04-13,1934.92
SKU00459,ST035,310,115,2026-04-13,14043.0
SKU00460,ST042,68,32,2026-04-13,4494.8
SKU00461,ST049,334,174,2026-04-13,29685.92
SKU00462,ST004,29,10,2026-04-13,2257.36
SKU00463,ST011,256,108,2026-04-13,27558.4
SKU00464,ST018,150,72,2026-04-13,16275.0
SKU00465,ST025,248,165,2026-04-13,25757.28
SKU00466,ST032,63,24,2026-04-13,767.34
SKU00467,ST039,418,186,2026-04-13,6495.72
SKU00468,ST046,136,80,2026-04-13,3601.28
SKU00469,ST001,426,148,2026-04-13,16213.56
SKU00470,ST008,44,18,2026-04-13,2093.96
SKU00471,ST015,332,175,2026-04-13,18552.16
SKU00472,ST022,250,80,2026-04-13,18205.0
SKU00473,ST029,308,246,2026-04-13,24264.24
SKU00474,ST036,74,35,2026-04-13,7118.06
SKU00475,ST043,189,56,2026-04-13,22889.79
SKU00476,ST050,204,144,2026-04-13,26332.32
SKU00477,ST005,518,225,2026-04-13,5185.18
SKU00478,ST012,58,16,2026-04-13,1538.16
SKU00479,ST019,171,108,2026-04-13,7676.19
SKU00480,ST026,100,40,2026-04-13,4384.0
SKU00481,ST033,142,76,2026-04-13,8750.04
SKU00482,ST040,84,48,2026-04-13,6536.04
SKU00483,ST047,297,110,2026-04-13,25155.9
SKU00484,ST002,102,48,2026-04-13,7876.44
