po_number,supplier,sku,qty_ordered,qty_received,unit_cost,order_date,expected_date,received_date,location,fill_rate
PO00800-3,SUP078,SKU00800,112,112,82.61,2026-06-29,2026-07-09,2026-07-09,ST030,1.0
PO00801-1,SUP001,SKU00801,546,546,97.79,2026-05-11,2026-05-18,2026-05-18,ST037,1.0
PO00801-2,SUP001,SKU00801,546,546,97.79,2026-06-05,2026-06-12,2026-06-12,ST037,1.0
PO00801-3,SUP001,SKU00801,546,546,97.79,2026-06-30,2026-07-07,2026-07-07,ST037,1.0
PO00802-1,SUP004,SKU00802,84,84,85.59,2026-05-12,2026-05-20,2026-05-20,ST044,1.0
PO00802-2,SUP004,SKU00802,84,84,85.59,2026-06-06,2026-06-14,2026-06-14,ST044,1.0
PO00802-3,SUP004,SKU00802,84,84,85.59,2026-07-01,2026-07-09,2026-07-09,ST044,1.0
PO00803-1,SUP007,SKU00803,238,238,97.6,2026-05-13,2026-05-22,2026-05-22,ST051,1.0
PO00803-2,SUP007,SKU00803,238,238,97.6,2026-06-07,2026-06-16,2026-06-16,ST051,1.0
PO00803-3,SUP007,SKU00803,238,238,97.6,2026-07-02,2026-07-11,2026-07-11,ST051,1.0
PO00804-1,SUP010,SKU00804,168,168,124.07,2026-05-14,2026-05-24,2026-05-24,ST006,1.0
PO00804-2,SUP010,SKU00804,168,168,124.07,2026-06-08,2026-06-18,2026-06-18,ST006,1.0
PO00804-3,SUP010,SKU00804,168,168,124.07,2026-07-03,2026-07-13,2026-07-13,ST006,1.0
PO00805-1,SUP013,SKU00805,602,602,7.51,2026-05-15,2026-05-22,2026-05-22,ST013,1.0
PO00805-2,SUP013,SKU00805,602,602,7.51,2026-06-09,2026-06-16,2026-06-16,ST013,1.0
PO00805-3,SUP013,SKU00805,602,602,7.51,2026-07-04,2026-07-11,2026-07-11,ST013,1.0
PO00806-1,SUP016,SKU00806,42,42,27.46,2026-05-09,2026-05-17,2026-05-17,ST020,1.0
PO00806-2,SUP016,SKU00806,42,42,27.46,2026-06-03,2026-06-11,2026-06-11,ST020,1.0
PO00806-3,SUP016,SKU00806,42,42,27.46,2026-06-28,2026-07-06,2026-07-06,ST020,1.0
PO00807-1,SUP019,SKU00807,294,294,42.69,2026-05-10,2026-05-19,2026-05-19,ST027,1.0
PO00807-2,SUP019,SKU00807,294,294,42.69,2026-06-04,2026-06-13,2026-06-13,ST027,1.0
PO00807-3,SUP019,SKU00807,294,294,42.69,2026-06-29,2026-07-08,2026-07-08,ST027,1.0
PO00808-1,SUP022,SKU00808,224,224,39.09,2026-05-11,2026-05-21,2026-05-21,ST034,1.0
PO00808-2,SUP022,SKU00808,224,224,39.09,2026-06-05,2026-06-15,2026-06-15,ST034,1.0
PO00808-3,SUP022,SKU00808,224,224,39.09,2026-06-30,2026-07-10,2026-07-10,ST034,1.0
PO00809-1,SUP025,SKU00809,658,658,49.39,2026-05-12,2026-05-19,2026-05-19,ST041,1.0
PO00809-2,SUP025,SKU00809,658,658,49.39,2026-06-06,2026-06-13,2026-06-13,ST041,1.0
PO00809-3,SUP025,SKU00809,658,658,49.39,2026-07-01,2026-07-08,2026-07-08,ST041,1.0
PO00810-1,SUP028,SKU00810,98,98,71.34,2026-05-13,2026-05-21,2026-05-21,ST048,1.0
PO00810-2,SUP028,SKU00810,98,98,71.34,2026-06-07,2026-06-15,2026-06-15,ST048,1.0
PO00810-3,SUP028,SKU00810,98,98,71.34,2026-07-02,2026-07-10,2026-07-10,ST048,1.0
PO00811-1,SUP031,SKU00811,350,350,80.4,2026-05-14,2026-05-23,2026-05-23,ST003,1.0
PO00811-2,SUP031,SKU00811,350,350,80.4,2026-06-08,2026-06-17,2026-06-17,ST003,1.0
PO00811-3,SUP031,SKU00811,350,350,80.4,2026-07-03,2026-07-12,2026-07-12,ST003,1.0
PO00812-1,SUP034,SKU00812,280,280,101.3,2026-05-15,2026-05-25,2026-05-25,ST010,1.0
PO00812-2,SUP034,SKU00812,280,280,101.3,2026-06-09,2026-06-19,2026-06-19,ST010,1.0
PO00812-3,SUP034,SKU00812,280,280,101.3,2026-07-04,2026-07-14,2026-07-14,ST010,1.0
PO00813-1,SUP037,SKU00813,294,294,81.7,2026-05-09,2026-05-16,2026-05-16,ST017,1.0
PO00813-2,SUP037,SKU00813,294,294,81.7,2026-06-03,2026-06-10,2026-06-10,ST017,1.0
PO00813-3,SUP037,SKU00813,294,294,81.7,2026-06-28,2026-07-05,2026-07-05,ST017,1.0
PO00814-1,SUP040,SKU00814,56,56,102.92,2026-05-10,2026-05-18,2026-05-18,ST024,1.0
PO00814-2,SUP040,SKU00814,56,56,102.92,2026-06-04,2026-06-12,2026-06-12,ST024,1.0
PO00814-3,SUP040,SKU00814,56,56,102.92,2026-06-29,2026-07-07,2026-07-07,ST024,1.0
PO00815-1,SUP043,SKU00815,406,406,119.48,2026-05-11,2026-05-20,2026-05-20,ST031,1.0
PO00815-2,SUP043,SKU00815,406,406,119.48,2026-06-05,2026-06-14,2026-06-14,ST031,1.0
PO00815-3,SUP043,SKU00815,406,406,119.48,2026-06-30,2026-07-09,2026-07-09,ST031,1.0
PO00816-1,SUP046,SKU00816,336,336,21.19,2026-05-12,2026-05-22,2026-05-22,ST038,1.0
PO00816-2,SUP046,SKU00816,336,336,21.19,2026-06-06,2026-06-16,2026-06-16,ST038,1.0
PO00816-3,SUP046,SKU00816,336,336,21.19,2026-07-01,2026-07-11,2026-07-11,ST038,1.0
PO00817-1,SUP049,SKU00817,350,350,25.69,2026-05-13,2026-05-20,2026-05-20,ST045,1.0
PO00817-2,SUP049,SKU00817,350,350,25.69,2026-06-07,2026-06-14,2026-06-14,ST045,1.0
PO00817-3,SUP049,SKU00817,350,350,25.69,2026-07-02,2026-07-09,2026-07-09,ST045,1.0
PO00818-1,SUP052,SKU00818,112,112,42.39,2026-05-14,2026-05-22,2026-05-22,ST052,1.0
PO00818-2,SUP052,SKU00818,112,112,42.39,2026-06-08,2026-06-16,2026-06-16,ST052,1.0
PO00818-3,SUP052,SKU00818,112,112,42.39,2026-07-03,2026-07-11,2026-07-11,ST052,1.0
PO00819-1,SUP055,SKU00819,462,462,54.99,2026-05-15,2026-05-24,2026-05-24,ST007,1.0
PO00819-2,SUP055,SKU00819,462,462,54.99,2026-06-09,2026-06-18,2026-06-18,ST007,1.0
PO00819-3,SUP055,SKU00819,462,462,54.99,2026-07-04,2026-07-13,2026-07-13,ST007,1.0
PO00820-1,SUP058,SKU00820,112,112,63.76,2026-05-09,2026-05-19,2026-05-19,ST014,1.0
PO00820-2,SUP058,SKU00820,112,112,63.76,2026-06-03,2026-06-13,2026-06-13,ST014,1.0
PO00820-3,SUP058,SKU00820,112,112,63.76,2026-06-28,2026-07-08,2026-07-08,ST014,1.0
PO00821-1,SUP061,SKU00821,406,406,83.4,2026-05-10,2026-05-17,2026-05-17,ST021,1.0
PO00821-2,SUP061,SKU00821,406,406,83.4,2026-06-04,2026-06-11,2026-06-11,ST021,1.0
PO00821-3,SUP061,SKU00821,406,406,83.4,2026-06-29,2026-07-06,2026-07-06,ST021,1.0
PO00822-1,SUP064,SKU00822,70,70,92.21,2026-05-11,2026-05-19,2026-05-19,ST028,1.0
PO00822-2,SUP064,SKU00822,70,70,92.21,2026-06-05,2026-06-13,2026-06-13,ST028,1.0
PO00822-3,SUP064,SKU00822,70,70,92.21,2026-06-30,2026-07-08,2026-07-08,ST028,1.0
PO00823-1,SUP067,SKU00823,518,518,112.81,2026-05-12,2026-05-21,2026-05-21,ST035,1.0
PO00823-2,SUP067,SKU00823,518,518,112.81,2026-06-06,2026-06-15,2026-06-15,ST035,1.0
PO00823-3,SUP067,SKU00823,518,518,112.81,2026-07-01,2026-07-10,2026-07-10,ST035,1.0
PO00824-1,SUP070,SKU00824,168,168,115.26,2026-05-13,2026-05-23,2026-05-23,ST042,1.0
PO00824-2,SUP070,SKU00824,168,168,115.26,2026-06-07,2026-06-17,2026-06-17,ST042,1.0
PO00824-3,SUP070,SKU00824,168,168,115.26,2026-07-02,2026-07-12,2026-07-12,ST042,1.0
PO00825-1,SUP073,SKU00825,462,462,127.44,2026-05-14,2026-05-21,2026-05-21,ST049,1.0
PO00825-2,SUP073,SKU00825,462,462,127.44,2026-06-08,2026-06-15,2026-06-15,ST049,1.0
PO00825-3,SUP073,SKU00825,462,462,127.44,2026-07-03,2026-07-10,2026-07-10,ST049,1.0
PO00826-1,SUP076,SKU00826,28,28,5.25,2026-05-15,2026-05-23,2026-05-23,ST004,1.0
PO00826-2,SUP076,SKU00826,28,28,5.25,2026-06-09,2026-06-17,2026-06-17,ST004,1.0
PO00826-3,SUP076,SKU00826,28,28,5.25,2026-07-04,2026-07-12,2026-07-12,ST004,1.0
PO00827-1,SUP079,SKU00827,224,224,15.26,2026-05-09,2026-05-18,2026-05-18,ST011,1.0
PO00827-2,SUP079,SKU00827,224,224,15.26,2026-06-03,2026-06-12,2026-06-12,ST011,1.0
PO00827-3,SUP079,SKU00827,224,224,15.26,2026-06-28,2026-07-07,2026-07-07,ST011,1.0
PO00828-1,SUP002,SKU00828,224,224,31.71,2026-05-10,2026-05-20,2026-05-20,ST018,1.0
PO00828-2,SUP002,SKU00828,224,224,31.71,2026-06-04,2026-06-14,2026-06-14,ST018,1.0
PO00828-3,SUP002,SKU00828,224,224,31.71,2026-06-29,2026-07-09,2026-07-09,ST018,1.0
PO00829-1,SUP005,SKU00829,518,518,38.4,2026-05-11,2026-05-18,2026-05-18,ST025,1.0
PO00829-2,SUP005,SKU00829,518,518,38.4,2026-06-05,2026-06-12,2026-06-12,ST025,1.0
PO00829-3,SUP005,SKU00829,518,518,38.4,2026-06-30,2026-07-07,2026-07-07,ST025,1.0
PO00830-1,SUP008,SKU00830,84,84,66.18,2026-05-12,2026-05-20,2026-05-20,ST032,1.0
PO00830-2,SUP008,SKU00830,84,84,66.18,2026-06-06,2026-06-14,2026-06-14,ST032,1.0
PO00830-3,SUP008,SKU00830,84,84,66.18,2026-07-01,2026-07-09,2026-07-09,ST032,1.0
PO00831-1,SUP011,SKU00831,280,280,80.57,2026-05-13,2026-05-22,2026-05-22,ST039,1.0
PO00831-2,SUP011,SKU00831,280,280,80.57,2026-06-07,2026-06-16,2026-06-16,ST039,1.0
PO00831-3,SUP011,SKU00831,280,280,80.57,2026-07-02,2026-07-11,2026-07-11,ST039,1.0
PO00832-1,SUP014,SKU00832,280,280,95.81,2026-05-14,2026-05-24,2026-05-24,ST046,1.0
PO00832-2,SUP014,SKU00832,280,280,95.81,2026-06-08,2026-06-18,2026-06-18,ST046,1.0
PO00832-3,SUP014,SKU00832,280,280,95.81,2026-07-03,2026-07-13,2026-07-13,ST046,1.0
PO00833-1,SUP017,SKU00833,574,574,86.45,2026-05-15,2026-05-22,2026-05-22,ST001,1.0
PO00833-2,SUP017,SKU00833,574,574,86.45,2026-06-09,2026-06-16,2026-06-16,ST001,1.0
PO00833-3,SUP017,SKU00833,574,574,86.45,2026-07-04,2026-07-11,2026-07-11,ST001,1.0
PO00834-1,SUP020,SKU00834,42,42,114.99,2026-05-09,2026-05-17,2026-05-17,ST008,1.0
PO00834-2,SUP020,SKU00834,42,42,114.99,2026-06-03,2026-06-11,2026-06-11,ST008,1.0
PO00834-3,SUP020,SKU00834,42,42,114.99,2026-06-28,2026-07-06,2026-07-06,ST008,1.0
PO00835-1,SUP023,SKU00835,336,336,115.25,2026-05-10,2026-05-19,2026-05-19,ST015,1.0
PO00835-2,SUP023,SKU00835,336,336,115.25,2026-06-04,2026-06-13,2026-06-13,ST015,1.0
PO00835-3,SUP023,SKU00835,336,336,115.25,2026-06-29,2026-07-08,2026-07-08,ST015,1.0
PO00836-1,SUP026,SKU00836,336,336,120.51,2026-05-11,2026-05-21,2026-05-21,ST022,1.0
PO00836-2,SUP026,SKU00836,336,336,120.51,2026-06-05,2026-06-15,2026-06-15,ST022,1.0
PO00836-3,SUP026,SKU00836,336,336,120.51,2026-06-30,2026-07-10,2026-07-10,ST022,1.0
PO00837-1,SUP029,SKU00837,630,630,17.49,2026-05-12,2026-05-19,2026-05-19,ST029,1.0
PO00837-2,SUP029,SKU00837,630,630,17.49,2026-06-06,2026-06-13,2026-06-13,ST029,1.0
PO00837-3,SUP029,SKU00837,630,630,17.49,2026-07-01,2026-07-08,2026-07-08,ST029,1.0
PO00838-1,SUP032,SKU00838,98,98,27.22,2026-05-13,2026-05-21,2026-05-21,ST036,1.0
PO00838-2,SUP032,SKU00838,98,98,27.22,2026-06-07,2026-06-15,2026-06-15,ST036,1.0
PO00838-3,SUP032,SKU00838,98,98,27.22,2026-07-02,2026-07-10,2026-07-10,ST036,1.0
PO00839-1,SUP035,SKU00839,392,392,41.27,2026-05-14,2026-05-23,2026-05-23,ST043,1.0
PO00839-2,SUP035,SKU00839,392,392,41.27,2026-06-08,2026-06-17,2026-06-17,ST043,1.0
PO00839-3,SUP035,SKU00839,392,392,41.27,2026-07-03,2026-07-12,2026-07-12,ST043,1.0
PO00840-1,SUP038,SKU00840,112,112,57.11,2026-05-15,2026-05-25,2026-05-25,ST050,1.0
PO00840-2,SUP038,SKU00840,112,112,57.11,2026-06-09,2026-06-19,2026-06-19,ST050,1.0
PO00840-3,SUP038,SKU00840,112,112,57.11,2026-07-04,2026-07-14,2026-07-14,ST050,1.0
PO00841-1,SUP041,SKU00841,266,266,63.37,2026-05-09,2026-05-16,2026-05-16,ST005,1.0
PO00841-2,SUP041,SKU00841,266,266,63.37,2026-06-03,2026-06-10,2026-06-10,ST005,1.0
PO00841-3,SUP041,SKU00841,266,266,63.37,2026-06-28,2026-07-05,2026-07-05,ST005,1.0
PO00842-1,SUP044,SKU00842,56,56,66.8,2026-05-10,2026-05-18,2026-05-18,ST012,1.0
PO00842-2,SUP044,SKU00842,56,56,66.8,2026-06-04,2026-06-12,2026-06-12,ST012,1.0
PO00842-3,SUP044,SKU00842,56,56,66.8,2026-06-29,2026-07-07,2026-07-07,ST012,1.0
PO00843-1,SUP047,SKU00843,448,448,74.0,2026-05-11,2026-05-20,2026-05-20,ST019,1.0
PO00843-2,SUP047,SKU00843,448,448,74.0,2026-06-05,2026-06-14,2026-06-14,ST019,1.0
PO00843-3,SUP047,SKU00843,448,448,74.0,2026-06-30,2026-07-09,2026-07-09,ST019,1.0
PO00844-1,SUP050,SKU00844,168,168,93.25,2026-05-12,2026-05-22,2026-05-22,ST026,1.0
PO00844-2,SUP050,SKU00844,168,168,93.25,2026-06-06,2026-06-16,2026-06-16,ST026,1.0
PO00844-3,SUP050,SKU00844,168,168,93.25,2026-07-01,2026-07-11,2026-07-11,ST026,1.0
PO00845-1,SUP053,SKU00845,322,322,106.07,2026-05-13,2026-05-20,2026-05-20,ST033,1.0
PO00845-2,SUP053,SKU00845,322,322,106.07,2026-06-07,2026-06-14,2026-06-14,ST033,1.0
PO00845-3,SUP053,SKU00845,322,322,106.07,2026-07-02,2026-07-09,2026-07-09,ST033,1.0
PO00846-1,SUP056,SKU00846,112,112,100.81,2026-05-14,2026-05-22,2026-05-22,ST040,1.0
PO00846-2,SUP056,SKU00846,112,112,100.81,2026-06-08,2026-06-16,2026-06-16,ST040,1.0
PO00846-3,SUP056,SKU00846,112,112,100.81,2026-07-03,2026-07-11,2026-07-11,ST040,1.0
PO00847-1,SUP059,SKU00847,504,504,130.28,2026-05-15,2026-05-24,2026-05-24,ST047,1.0
PO00847-2,SUP059,SKU00847,504,504,130.28,2026-06-09,2026-06-18,2026-06-18,ST047,1.0
PO00847-3,SUP059,SKU00847,504,504,130.28,2026-07-04,2026-07-13,2026-07-13,ST047,1.0
PO00848-1,SUP062,SKU00848,224,224,24.2,2026-05-09,2026-05-19,2026-05-19,ST002,1.0
PO00848-2,SUP062,SKU00848,224,224,24.2,2026-06-03,2026-06-13,2026-06-13,ST002,1.0
PO00848-3,SUP062,SKU00848,224,224,24.2,2026-06-28,2026-07-08,2026-07-08,ST002,1.0
PO00849-1,SUP065,SKU00849,378,378,33.5,2026-05-10,2026-05-17,2026-05-17,ST009,1.0
PO00849-2,SUP065,SKU00849,378,378,33.5,2026-06-04,2026-06-11,2026-06-11,ST009,1.0
PO00849-3,SUP065,SKU00849,378,378,33.5,2026-06-29,2026-07-06,2026-07-06,ST009,1.0
PO00850-1,SUP068,SKU00850,70,70,39.62,2026-05-11,2026-05-19,2026-05-19,ST016,1.0
PO00850-2,SUP068,SKU00850,70,70,39.62,2026-06-05,2026-06-13,2026-06-13,ST016,1.0
PO00850-3,SUP068,SKU00850,70,70,39.62,2026-06-30,2026-07-08,2026-07-08,ST016,1.0
PO00851-1,SUP071,SKU00851,210,210,54.96,2026-05-12,2026-05-21,2026-05-21,ST023,1.0
PO00851-2,SUP071,SKU00851,210,210,54.96,2026-06-06,2026-06-15,2026-06-15,ST023,1.0
PO00851-3,SUP071,SKU00851,210,210,54.96,2026-07-01,2026-07-10,2026-07-10,ST023,1.0
PO00852-1,SUP074,SKU00852,280,280,59.11,2026-05-13,2026-05-23,2026-05-23,ST030,1.0
PO00852-2,SUP074,SKU00852,280,280,59.11,2026-06-07,2026-06-17,2026-06-17,ST030,1.0
PO00852-3,SUP074,SKU00852,280,280,59.11,2026-07-02,2026-07-12,2026-07-12,ST030,1.0
PO00853-1,SUP077,SKU00853,434,434,69.44,2026-05-14,2026-05-21,2026-05-21,ST037,1.0
PO00853-2,SUP077,SKU00853,434,434,69.44,2026-06-08,2026-06-15,2026-06-15,ST037,1.0
PO00853-3,SUP077,SKU00853,434,434,69.44,2026-07-03,2026-07-10,2026-07-10,ST037,1.0
PO00854-1,SUP080,SKU00854,28,28,82.12,2026-05-15,2026-05-23,2026-05-23,ST044,1.0
PO00854-2,SUP080,SKU00854,28,28,82.12,2026-06-09,2026-06-17,2026-06-17,ST044,1.0
PO00854-3,SUP080,SKU00854,28,28,82.12,2026-07-04,2026-07-12,2026-07-12,ST044,1.0
PO00855-1,SUP003,SKU00855,266,266,84.23,2026-05-09,2026-05-18,2026-05-18,ST051,1.0
PO00855-2,SUP003,SKU00855,266,266,84.23,2026-06-03,2026-06-12,2026-06-12,ST051,1.0
PO00855-3,SUP003,SKU00855,266,266,84.23,2026-06-28,2026-07-07,2026-07-07,ST051,1.0
PO00856-1,SUP006,SKU00856,336,336,95.51,2026-05-10,2026-05-20,2026-05-20,ST006,1.0
PO00856-2,SUP006,SKU00856,336,336,95.51,2026-06-04,2026-06-14,2026-06-14,ST006,1.0
PO00856-3,SUP006,SKU00856,336,336,95.51,2026-06-29,2026-07-09,2026-07-09,ST006,1.0
PO00857-1,SUP009,SKU00857,490,490,122.96,2026-05-11,2026-05-18,2026-05-18,ST013,1.0
PO00857-2,SUP009,SKU00857,490,490,122.96,2026-06-05,2026-06-12,2026-06-12,ST013,1.0
PO00857-3,SUP009,SKU00857,490,490,122.96,2026-06-30,2026-07-07,2026-07-07,ST013,1.0
PO00858-1,SUP012,SKU00858,84,84,19.26,2026-05-12,2026-05-20,2026-05-20,ST020,1.0
PO00858-2,SUP012,SKU00858,84,84,19.26,2026-06-06,2026-06-14,2026-06-14,ST020,1.0
PO00858-3,SUP012,SKU00858,84,84,19.26,2026-07-01,2026-07-09,2026-07-09,ST020,1.0
PO00859-1,SUP015,SKU00859,322,322,18.13,2026-05-13,2026-05-22,2026-05-22,ST027,1.0
PO00859-2,SUP015,SKU00859,322,322,18.13,2026-06-07,2026-06-16,2026-06-16,ST027,1.0
PO00859-3,SUP015,SKU00859,322,322,18.13,2026-07-02,2026-07-11,2026-07-11,ST027,1.0
PO00860-1,SUP018,SKU00860,112,112,28.65,2026-05-14,2026-05-24,2026-05-24,ST034,1.0
PO00860-2,SUP018,SKU00860,112,112,28.65,2026-06-08,2026-06-18,2026-06-18,ST034,1.0
PO00860-3,SUP018,SKU00860,112,112,28.65,2026-07-03,2026-07-13,2026-07-13,ST034,1.0
PO00861-1,SUP021,SKU00861,546,546,46.4,2026-05-15,2026-05-22,2026-05-22,ST041,1.0
PO00861-2,SUP021,SKU00861,546,546,46.4,2026-06-09,2026-06-16,2026-06-16,ST041,1.0
PO00861-3,SUP021,SKU00861,546,546,46.4,2026-07-04,2026-07-11,2026-07-11,ST041,1.0
PO00862-1,SUP024,SKU00862,42,42,62.78,2026-05-09,2026-05-17,2026-05-17,ST048,1.0
PO00862-2,SUP024,SKU00862,42,42,62.78,2026-06-03,2026-06-11,2026-06-11,ST048,1.0
PO00862-3,SUP024,SKU00862,42,42,62.78,2026-06-28,2026-07-06,2026-07-06,ST048,1.0
PO00863-1,SUP027,SKU00863,378,378,58.29,2026-05-10,2026-05-19,2026-05-19,ST003,1.0
PO00863-2,SUP027,SKU00863,378,378,58.29,2026-06-04,2026-06-13,2026-06-13,ST003,1.0
PO00863-3,SUP027,SKU00863,378,378,58.29,2026-06-29,2026-07-08,2026-07-08,ST003,1.0
PO00864-1,SUP030,SKU00864,168,168,86.51,2026-05-11,2026-05-21,2026-05-21,ST010,1.0
PO00864-2,SUP030,SKU00864,168,168,86.51,2026-06-05,2026-06-15,2026-06-15,ST010,1.0
PO00864-3,SUP030,SKU00864,168,168,86.51,2026-06-30,2026-07-10,2026-07-10,ST010,1.0
PO00865-1,SUP033,SKU00865,602,602,85.12,2026-05-12,2026-05-19,2026-05-19,ST017,1.0
PO00865-2,SUP033,SKU00865,602,602,85.12,2026-06-06,2026-06-13,2026-06-13,ST017,1.0
PO00865-3,SUP033,SKU00865,602,602,85.12,2026-07-01,2026-07-08,2026-07-08,ST017,1.0
PO00866-1,SUP036,SKU00866,98,98,93.01,2026-05-13,2026-05-21,2026-05-21,ST024,1.0
PO00866-2,SUP036,SKU00866,98,98,93.01,2026-06-07,2026-06-15,2026-06-15,ST024,1.0
PO00866-3,SUP036,SKU00866,98,98,93.01,2026-07-02,2026-07-10,2026-07-10,ST024,1.0
PO00867-1,SUP039,SKU00867,434,434,122.07,2026-05-14,2026-05-23,2026-05-23,ST031,1.0
PO00867-2,SUP039,SKU00867,434,434,122.07,2026-06-08,2026-06-17,2026-06-17,ST031,1.0
PO00867-3,SUP039,SKU00867,434,434,122.07,2026-07-03,2026-07-12,2026-07-12,ST031,1.0
PO00868-1,SUP042,SKU00868,224,224,124.01,2026-05-15,2026-05-25,2026-05-25,ST038,1.0
PO00868-2,SUP042,SKU00868,224,224,124.01,2026-06-09,2026-06-19,2026-06-19,ST038,1.0
PO00868-3,SUP042,SKU00868,224,224,124.01,2026-07-04,2026-07-14,2026-07-14,ST038,1.0
PO00869-1,SUP045,SKU00869,658,658,12.83,2026-05-09,2026-05-16,2026-05-16,ST045,1.0
PO00869-2,SUP045,SKU00869,658,658,12.83,2026-06-03,2026-06-10,2026-06-10,ST045,1.0
PO00869-3,SUP045,SKU00869,658,658,12.83,2026-06-28,2026-07-05,2026-07-05,ST045,1.0
PO00870-1,SUP048,SKU00870,56,56,31.73,2026-05-10,2026-05-18,2026-05-18,ST052,1.0
PO00870-2,SUP048,SKU00870,56,56,31.73,2026-06-04,2026-06-12,2026-06-12,ST052,1.0
PO00870-3,SUP048,SKU00870,56,56,31.73,2026-06-29,2026-07-07,2026-07-07,ST052,1.0
PO00871-1,SUP051,SKU00871,490,490,48.28,2026-05-11,2026-05-20,2026-05-20,ST007,1.0
PO00871-2,SUP051,SKU00871,490,490,48.28,2026-06-05,2026-06-14,2026-06-14,ST007,1.0
PO00871-3,SUP051,SKU00871,490,490,48.28,2026-06-30,2026-07-09,2026-07-09,ST007,1.0
PO00872-1,SUP054,SKU00872,280,280,49.53,2026-05-12,2026-05-22,2026-05-22,ST014,1.0
PO00872-2,SUP054,SKU00872,280,280,49.53,2026-06-06,2026-06-16,2026-06-16,ST014,1.0
PO00872-3,SUP054,SKU00872,280,280,49.53,2026-07-01,2026-07-11,2026-07-11,ST014,1.0
PO00873-1,SUP057,SKU00873,294,294,61.77,2026-05-13,2026-05-20,2026-05-20,ST021,1.0
PO00873-2,SUP057,SKU00873,294,294,61.77,2026-06-07,2026-06-14,2026-06-14,ST021,1.0
PO00873-3,SUP057,SKU00873,294,294,61.77,2026-07-02,2026-07-09,2026-07-09,ST021,1.0
PO00874-1,SUP060,SKU00874,112,112,92.32,2026-05-14,2026-05-22,2026-05-22,ST028,1.0
PO00874-2,SUP060,SKU00874,112,112,92.32,2026-06-08,2026-06-16,2026-06-16,ST028,1.0
PO00874-3,SUP060,SKU00874,112,112,92.32,2026-07-03,2026-07-11,2026-07-11,ST028,1.0
PO00875-1,SUP063,SKU00875,196,196,80.62,2026-05-15,2026-05-24,2026-05-24,ST035,1.0
PO00875-2,SUP063,SKU00875,196,196,80.62,2026-06-09,2026-06-18,2026-06-18,ST035,1.0
PO00875-3,SUP063,SKU00875,196,196,80.62,2026-07-04,2026-07-13,2026-07-13,ST035,1.0
PO00876-1,SUP066,SKU00876,336,336,113.57,2026-05-09,2026-05-19,2026-05-19,ST042,1.0
PO00876-2,SUP066,SKU00876,336,336,113.57,2026-06-03,2026-06-13,2026-06-13,ST042,1.0
PO00876-3,SUP066,SKU00876,336,336,113.57,2026-06-28,2026-07-08,2026-07-08,ST042,1.0
PO00877-1,SUP069,SKU00877,350,350,99.64,2026-05-10,2026-05-17,2026-05-17,ST049,1.0
PO00877-2,SUP069,SKU00877,350,350,99.64,2026-06-04,2026-06-11,2026-06-11,ST049,1.0
PO00877-3,SUP069,SKU00877,350,350,99.64,2026-06-29,2026-07-06,2026-07-06,ST049,1.0
PO00878-1,SUP072,SKU00878,70,70,115.0,2026-05-11,2026-05-19,2026-05-19,ST004,1.0
PO00878-2,SUP072,SKU00878,70,70,115.0,2026-06-05,2026-06-13,2026-06-13,ST004,1.0
PO00878-3,SUP072,SKU00878,70,70,115.0,2026-06-30,2026-07-08,2026-07-08,ST004,1.0
PO00879-1,SUP075,SKU00879,252,252,17.12,2026-05-12,2026-05-21,2026-05-21,ST011,1.0
PO00879-2,SUP075,SKU00879,252,252,17.12,2026-06-06,2026-06-15,2026-06-15,ST011,1.0
PO00879-3,SUP075,SKU00879,252,252,17.12,2026-07-01,2026-07-10,2026-07-10,ST011,1.0
PO00880-1,SUP078,SKU00880,112,112,13.76,2026-05-13,2026-05-23,2026-05-23,ST018,1.0
PO00880-2,SUP078,SKU00880,112,112,13.76,2026-06-07,2026-06-17,2026-06-17,ST018,1.0
PO00880-3,SUP078,SKU00880,112,112,13.76,2026-07-02,2026-07-12,2026-07-12,ST018,1.0
PO00881-1,SUP001,SKU00881,406,406,23.57,2026-05-14,2026-05-21,2026-05-21,ST025,1.0
PO00881-2,SUP001,SKU00881,406,406,23.57,2026-06-08,2026-06-15,2026-06-15,ST025,1.0
PO00881-3,SUP001,SKU00881,406,406,23.57,2026-07-03,2026-07-10,2026-07-10,ST025,1.0
PO00882-1,SUP004,SKU00882,28,28,47.32,2026-05-15,2026-05-23,2026-05-23,ST032,1.0
PO00882-2,SUP004,SKU00882,28,28,47.32,2026-06-09,2026-06-17,2026-06-17,ST032,1.0
PO00882-3,SUP004,SKU00882,28,28,47.32,2026-07-04,2026-07-12,2026-07-12,ST032,1.0
PO00883-1,SUP007,SKU00883,308,308,59.27,2026-05-09,2026-05-18,2026-05-18,ST039,1.0
PO00883-2,SUP007,SKU00883,308,308,59.27,2026-06-03,2026-06-12,2026-06-12,ST039,1.0
PO00883-3,SUP007,SKU00883,308,308,59.27,2026-06-28,2026-07-07,2026-07-07,ST039,1.0
PO00884-1,SUP010,SKU00884,168,168,71.06,2026-05-10,2026-05-20,2026-05-20,ST046,1.0
PO00884-2,SUP010,SKU00884,168,168,71.06,2026-06-04,2026-06-14,2026-06-14,ST046,1.0
PO00884-3,SUP010,SKU00884,168,168,71.06,2026-06-29,2026-07-09,2026-07-09,ST046,1.0
