sku,name,category,unit_cost,selling_price
SKU00874,Midan Grocery Product 0874,Grocery,92.32,163.52
SKU00875,Midan Personal Care Product 0875,Personal Care,80.62,169.72
SKU00876,Midan Frozen Product 0876,Frozen,113.57,226.47
SKU00877,Midan Household Product 0877,Household,99.64,257.26
SKU00878,Midan Baby Product 0878,Baby,115.0,259.85
SKU00879,Midan Fresh Product 0879,Fresh,17.12,32.6
SKU00880,Midan Pharmacy Product 0880,Pharmacy,13.76,31.07
SKU00881,Midan Beverages Product 0881,Beverages,23.57,61.53
SKU00882,Midan Dairy Product 0882,Dairy,47.32,93.02
SKU00883,Midan Snacks Product 0883,Snacks,59.27,100.85
SKU00884,Midan Grocery Product 0884,Grocery,71.06,131.77
SKU00885,Midan Personal Care Product 0885,Personal Care,76.91,144.6
SKU00886,Midan Frozen Product 0886,Frozen,95.73,188.3
SKU00887,Midan Household Product 0887,Household,115.51,222.95
SKU00888,Midan Baby Product 0888,Baby,114.65,233.93
SKU00889,Midan Fresh Product 0889,Fresh,109.24,235.02
SKU00890,Midan Pharmacy Product 0890,Pharmacy,14.85,31.89
SKU00891,Midan Beverages Product 0891,Beverages,26.8,54.08
SKU00892,Midan Dairy Product 0892,Dairy,35.92,72.54
SKU00893,Midan Snacks Product 0893,Snacks,52.52,93.78
SKU00894,Midan Grocery Product 0894,Grocery,69.9,121.27
SKU00895,Midan Personal Care Product 0895,Personal Care,74.09,129.91
SKU00896,Midan Frozen Product 0896,Frozen,97.28,159.25
SKU00897,Midan Household Product 0897,Household,91.36,179.51
SKU00898,Midan Baby Product 0898,Baby,112.12,198.5
SKU00899,Midan Fresh Product 0899,Fresh,111.44,240.35
SKU00900,Midan Pharmacy Product 0900,Pharmacy,9.73,19.55
SKU00901,Midan Beverages Product 0901,Beverages,15.73,33.38
SKU00902,Midan Dairy Product 0902,Dairy,28.4,50.93
SKU00903,Midan Snacks Product 0903,Snacks,43.81,97.88
SKU00904,Midan Grocery Product 0904,Grocery,46.56,121.44
SKU00905,Midan Personal Care Product 0905,Personal Care,71.88,161.15
SKU00906,Midan Frozen Product 0906,Frozen,78.1,156.94
SKU00907,Midan Household Product 0907,Household,93.99,168.15
SKU00908,Midan Baby Product 0908,Baby,90.0,193.34
SKU00909,Midan Fresh Product 0909,Fresh,103.49,258.64
SKU00910,Midan Pharmacy Product 0910,Pharmacy,148.99,233.42
SKU00911,Midan Beverages Product 0911,Beverages,12.48,30.3
SKU00912,Midan Dairy Product 0912,Dairy,23.4,40.87
SKU00913,Midan Snacks Product 0913,Snacks,33.31,63.34
SKU00914,Midan Grocery Product 0914,Grocery,48.89,104.15
SKU00915,Midan Personal Care Product 0915,Personal Care,64.67,111.29
SKU00916,Midan Frozen Product 0916,Frozen,82.65,144.87
SKU00917,Midan Household Product 0917,Household,72.89,143.25
SKU00918,Midan Baby Product 0918,Baby,101.75,206.02
SKU00919,Midan Fresh Product 0919,Fresh,91.37,236.28
SKU00920,Midan Pharmacy Product 0920,Pharmacy,129.81,220.52
SKU00921,Midan Beverages Product 0921,Beverages,115.88,260.97
SKU00922,Midan Dairy Product 0922,Dairy,14.96,27.71
SKU00923,Midan Snacks Product 0923,Snacks,28.08,55.73
SKU00924,Midan Grocery Product 0924,Grocery,44.38,82.23
SKU00925,Midan Personal Care Product 0925,Personal Care,50.4,107.55
SKU00926,Midan Frozen Product 0926,Frozen,65.49,107.09
SKU00927,Midan Household Product 0927,Household,74.34,175.74
SKU00928,Midan Baby Product 0928,Baby,76.09,161.73
SKU00929,Midan Fresh Product 0929,Fresh,108.82,222.2
SKU00930,Midan Pharmacy Product 0930,Pharmacy,98.23,193.66
SKU00931,Midan Beverages Product 0931,Beverages,127.68,244.43
SKU00932,Midan Dairy Product 0932,Dairy,6.53,15.03
SKU00933,Midan Snacks Product 0933,Snacks,22.31,50.92
SKU00934,Midan Grocery Product 0934,Grocery,28.66,58.98
SKU00935,Midan Personal Care Product 0935,Personal Care,36.0,88.04
SKU00936,Midan Frozen Product 0936,Frozen,65.72,110.57
SKU00937,Midan Household Product 0937,Household,68.62,133.17
SKU00938,Midan Baby Product 0938,Baby,72.63,157.49
SKU00939,Midan Fresh Product 0939,Fresh,85.71,217.35
SKU00940,Midan Pharmacy Product 0940,Pharmacy,92.99,194.85
SKU00941,Midan Beverages Product 0941,Beverages,106.89,237.71
SKU00942,Midan Dairy Product 0942,Dairy,112.98,229.87
SKU00943,Midan Snacks Product 0943,Snacks,24.53,38.83
SKU00944,Midan Grocery Product 0944,Grocery,30.81,68.5
SKU00945,Midan Personal Care Product 0945,Personal Care,42.33,78.96
SKU00946,Midan Frozen Product 0946,Frozen,45.65,99.02
SKU00947,Midan Household Product 0947,Household,65.88,124.05
SKU00948,Midan Baby Product 0948,Baby,87.48,153.85
SKU00949,Midan Fresh Product 0949,Fresh,77.31,146.39
SKU00950,Midan Pharmacy Product 0950,Pharmacy,107.51,192.93
SKU00951,Midan Beverages Product 0951,Beverages,107.2,188.57
SKU00952,Midan Dairy Product 0952,Dairy,102.18,221.14
SKU00953,Midan Snacks Product 0953,Snacks,12.65,31.94
SKU00954,Midan Grocery Product 0954,Grocery,16.63,35.87
SKU00955,Midan Personal Care Product 0955,Personal Care,28.21,64.19
SKU00956,Midan Frozen Product 0956,Frozen,35.0,88.54
SKU00957,Midan Household Product 0957,Household,58.05,123.34
SKU00958,Midan Baby Product 0958,Baby,82.34,155.6
SKU00959,Midan Fresh Product 0959,Fresh,77.1,155.21
SKU00960,Midan Pharmacy Product 0960,Pharmacy,94.67,188.3
SKU00961,Midan Beverages Product 0961,Beverages,90.14,182.35
SKU00962,Midan Dairy Product 0962,Dairy,128.26,211.4
SKU00963,Midan Snacks Product 0963,Snacks,130.88,285.18
SKU00964,Midan Grocery Product 0964,Grocery,24.76,38.93
SKU00965,Midan Personal Care Product 0965,Personal Care,25.76,62.45
SKU00966,Midan Frozen Product 0966,Frozen,36.22,99.66
SKU00967,Midan Household Product 0967,Household,50.19,99.4
SKU00968,Midan Baby Product 0968,Baby,64.72,130.02
SKU00969,Midan Fresh Product 0969,Fresh,68.98,148.6
SKU00970,Midan Pharmacy Product 0970,Pharmacy,97.27,152.32
SKU00971,Midan Beverages Product 0971,Beverages,111.36,201.35
SKU00972,Midan Dairy Product 0972,Dairy,94.49,246.15
SKU00973,Midan Snacks Product 0973,Snacks,121.12,236.39
SKU00974,Midan Grocery Product 0974,Grocery,109.48,242.85
SKU00975,Midan Personal Care Product 0975,Personal Care,15.69,27.59
SKU00976,Midan Frozen Product 0976,Frozen,32.42,66.77
SKU00977,Midan Household Product 0977,Household,51.27,100.5
SKU00978,Midan Baby Product 0978,Baby,42.44,106.83
SKU00979,Midan Fresh Product 0979,Fresh,76.7,157.29
SKU00980,Midan Pharmacy Product 0980,Pharmacy,93.44,159.78
SKU00981,Midan Beverages Product 0981,Beverages,89.64,170.24
SKU00982,Midan Dairy Product 0982,Dairy,83.74,178.36
SKU00983,Midan Snacks Product 0983,Snacks,127.37,267.12
SKU00984,Midan Grocery Product 0984,Grocery,109.15,284.58
SKU00985,Midan Personal Care Product 0985,Personal Care,17.46,33.65
SKU00986,Midan Frozen Product 0986,Frozen,20.88,37.92
SKU00987,Midan Household Product 0987,Household,34.81,60.3
SKU00988,Midan Baby Product 0988,Baby,57.29,114.18
SKU00989,Midan Fresh Product 0989,Fresh,66.06,130.39
SKU00990,Midan Pharmacy Product 0990,Pharmacy,65.17,143.94
SKU00991,Midan Beverages Product 0991,Beverages,78.32,181.09
SKU00992,Midan Dairy Product 0992,Dairy,85.45,213.61
SKU00993,Midan Snacks Product 0993,Snacks,116.21,186.02
SKU00994,Midan Grocery Product 0994,Grocery,102.51,259.2
SKU00995,Midan Personal Care Product 0995,Personal Care,144.59,257.99
SKU00996,Midan Frozen Product 0996,Frozen,12.94,25.67
SKU00997,Midan Household Product 0997,Household,21.92,45.01
SKU00998,Midan Baby Product 0998,Baby,41.47,88.81
SKU00999,Midan Fresh Product 0999,Fresh,56.18,111.8
SKU01000,Midan Pharmacy Product 1000,Pharmacy,54.42,128.85
SKU01001,Midan Beverages Product 1001,Beverages,82.76,169.64
SKU01002,Midan Dairy Product 1002,Dairy,68.74,181.02
SKU01003,Midan Snacks Product 1003,Snacks,87.82,215.88
SKU01004,Midan Grocery Product 1004,Grocery,90.42,202.43
SKU01005,Midan Personal Care Product 1005,Personal Care,124.11,277.72
SKU01006,Midan Frozen Product 1006,Frozen,5.4,11.06
SKU01007,Midan Household Product 1007,Household,18.19,49.91
SKU01008,Midan Baby Product 1008,Baby,32.68,53.61
SKU01009,Midan Fresh Product 1009,Fresh,35.26,73.8
SKU01010,Midan Pharmacy Product 1010,Pharmacy,62.97,127.52
SKU01011,Midan Beverages Product 1011,Beverages,59.21,122.11
SKU01012,Midan Dairy Product 1012,Dairy,74.28,162.48
SKU01013,Midan Snacks Product 1013,Snacks,81.07,171.39
SKU01014,Midan Grocery Product 1014,Grocery,103.86,207.35
SKU01015,Midan Personal Care Product 1015,Personal Care,90.61,202.63
SKU01016,Midan Frozen Product 1016,Frozen,103.44,271.34
SKU01017,Midan Household Product 1017,Household,12.3,26.09
SKU01018,Midan Baby Product 1018,Baby,24.68,59.7
SKU01019,Midan Fresh Product 1019,Fresh,38.21,66.76
SKU01020,Midan Pharmacy Product 1020,Pharmacy,44.52,98.59
SKU01021,Midan Beverages Product 1021,Beverages,52.32,102.86
SKU01022,Midan Dairy Product 1022,Dairy,79.53,136.97
SKU01023,Midan Snacks Product 1023,Snacks,82.21,187.59
SKU01024,Midan Grocery Product 1024,Grocery,97.39,214.4
SKU01025,Midan Personal Care Product 1025,Personal Care,106.88,227.9
SKU01026,Midan Frozen Product 1026,Frozen,120.86,276.15
SKU01027,Midan Household Product 1027,Household,109.39,291.5
SKU01028,Midan Baby Product 1028,Baby,22.82,51.89
SKU01029,Midan Fresh Product 1029,Fresh,37.42,74.72
SKU01030,Midan Pharmacy Product 1030,Pharmacy,40.85,70.17
SKU01031,Midan Beverages Product 1031,Beverages,70.16,134.14
SKU01032,Midan Dairy Product 1032,Dairy,58.6,139.91
SKU01033,Midan Snacks Product 1033,Snacks,88.62,160.57
SKU01034,Midan Grocery Product 1034,Grocery,84.5,210.38
SKU01035,Midan Personal Care Product 1035,Personal Care,88.93,208.18
SKU01036,Midan Frozen Product 1036,Frozen,102.47,210.22
SKU01037,Midan Household Product 1037,Household,136.78,267.96
SKU01038,Midan Baby Product 1038,Baby,15.05,29.99
SKU01039,Midan Fresh Product 1039,Fresh,20.61,49.32
SKU01040,Midan Pharmacy Product 1040,Pharmacy,45.33,90.07
SKU01041,Midan Beverages Product 1041,Beverages,41.42,92.9
SKU01042,Midan Dairy Product 1042,Dairy,55.81,118.16
SKU01043,Midan Snacks Product 1043,Snacks,67.93,144.27
SKU01044,Midan Grocery Product 1044,Grocery,69.15,139.05
SKU01045,Midan Personal Care Product 1045,Personal Care,100.17,168.61
SKU01046,Midan Frozen Product 1046,Frozen,102.57,207.67
SKU01047,Midan Household Product 1047,Household,135.53,268.98
SKU01048,Midan Baby Product 1048,Baby,133.13,233.1
SKU01049,Midan Fresh Product 1049,Fresh,14.99,32.5
SKU01050,Midan Pharmacy Product 1050,Pharmacy,26.96,44.22
SKU01051,Midan Beverages Product 1051,Beverages,45.95,104.7
SKU01052,Midan Dairy Product 1052,Dairy,47.4,104.13
SKU01053,Midan Snacks Product 1053,Snacks,53.13,131.8
SKU01054,Midan Grocery Product 1054,Grocery,84.66,175.33
SKU01055,Midan Personal Care Product 1055,Personal Care,90.53,167.76
SKU01056,Midan Frozen Product 1056,Frozen,94.8,174.96
SKU01057,Midan Household Product 1057,Household,127.9,202.46
SKU01058,Midan Baby Product 1058,Baby,128.93,259.0
SKU01059,Midan Fresh Product 1059,Fresh,7.85,18.22
SKU01060,Midan Pharmacy Product 1060,Pharmacy,23.35,56.55
SKU01061,Midan Beverages Product 1061,Beverages,35.57,62.64
SKU01062,Midan Dairy Product 1062,Dairy,37.26,82.04
SKU01063,Midan Snacks Product 1063,Snacks,58.93,109.75
SKU01064,Midan Grocery Product 1064,Grocery,58.17,149.59
SKU01065,Midan Personal Care Product 1065,Personal Care,87.83,159.37
SKU01066,Midan Frozen Product 1066,Frozen,78.56,186.12
SKU01067,Midan Household Product 1067,Household,121.26,230.39
SKU01068,Midan Baby Product 1068,Baby,106.19,231.08
SKU01069,Midan Fresh Product 1069,Fresh,129.41,259.71
SKU01070,Midan Pharmacy Product 1070,Pharmacy,10.77,20.13
SKU01071,Midan Beverages Product 1071,Beverages,23.74,54.78
SKU01072,Midan Dairy Product 1072,Dairy,39.76,98.57
SKU01073,Midan Snacks Product 1073,Snacks,50.41,102.71
SKU01074,Midan Grocery Product 1074,Grocery,54.09,120.35
SKU01075,Midan Personal Care Product 1075,Personal Care,83.23,149.33
SKU01076,Midan Frozen Product 1076,Frozen,78.82,168.23
SKU01077,Midan Household Product 1077,Household,95.33,212.74
SKU01078,Midan Baby Product 1078,Baby,100.33,197.86
SKU01079,Midan Fresh Product 1079,Fresh,130.81,238.46
SKU01080,Midan Pharmacy Product 1080,Pharmacy,12.95,30.64
SKU01081,Midan Beverages Product 1081,Beverages,24.04,48.0
SKU01082,Midan Dairy Product 1082,Dairy,40.35,78.79
SKU01083,Midan Snacks Product 1083,Snacks,48.88,101.2
SKU01084,Midan Grocery Product 1084,Grocery,61.29,121.79
SKU01085,Midan Personal Care Product 1085,Personal Care,66.42,145.43
SKU01086,Midan Frozen Product 1086,Frozen,63.5,164.05
SKU01087,Midan Household Product 1087,Household,79.81,194.78
SKU01088,Midan Baby Product 1088,Baby,97.21,212.4
SKU01089,Midan Fresh Product 1089,Fresh,123.38,239.53
SKU01090,Midan Pharmacy Product 1090,Pharmacy,141.91,287.19
SKU01091,Midan Beverages Product 1091,Beverages,8.37,17.94
SKU01092,Midan Dairy Product 1092,Dairy,24.41,48.5
SKU01093,Midan Snacks Product 1093,Snacks,34.37,63.46
SKU01094,Midan Grocery Product 1094,Grocery,40.3,92.84
SKU01095,Midan Personal Care Product 1095,Personal Care,62.26,110.9
SKU01096,Midan Frozen Product 1096,Frozen,62.51,151.3
SKU01097,Midan Household Product 1097,Household,91.72,170.87
SKU01098,Midan Baby Product 1098,Baby,84.33,224.69
SKU01099,Midan Fresh Product 1099,Fresh,117.68,207.44
SKU01100,Midan Pharmacy Product 1100,Pharmacy,95.6,254.29
SKU01101,Midan Beverages Product 1101,Beverages,109.53,244.64
SKU01102,Midan Dairy Product 1102,Dairy,22.29,39.66
SKU01103,Midan Snacks Product 1103,Snacks,29.53,60.68
SKU01104,Midan Grocery Product 1104,Grocery,42.92,76.9
SKU01105,Midan Personal Care Product 1105,Personal Care,45.02,104.66
SKU01106,Midan Frozen Product 1106,Frozen,59.6,148.07
SKU01107,Midan Household Product 1107,Household,81.84,136.77
SKU01108,Midan Baby Product 1108,Baby,92.03,175.85
SKU01109,Midan Fresh Product 1109,Fresh,99.75,186.63
SKU01110,Midan Pharmacy Product 1110,Pharmacy,100.45,187.25
SKU01111,Midan Beverages Product 1111,Beverages,131.6,221.89
SKU01112,Midan Dairy Product 1112,Dairy,14.94,27.39
SKU01113,Midan Snacks Product 1113,Snacks,24.46,47.72
SKU01114,Midan Grocery Product 1114,Grocery,34.04,61.68
SKU01115,Midan Personal Care Product 1115,Personal Care,46.69,97.19
SKU01116,Midan Frozen Product 1116,Frozen,62.23,118.18
SKU01117,Midan Household Product 1117,Household,86.28,144.74
SKU01118,Midan Baby Product 1118,Baby,81.0,160.0
SKU01119,Midan Fresh Product 1119,Fresh,111.1,194.02
SKU01120,Midan Pharmacy Product 1120,Pharmacy,106.56,182.53
SKU01121,Midan Beverages Product 1121,Beverages,120.45,218.29
SKU01122,Midan Dairy Product 1122,Dairy,129.66,221.25
SKU01123,Midan Snacks Product 1123,Snacks,19.81,44.82
SKU01124,Midan Grocery Product 1124,Grocery,25.68,46.98
SKU01125,Midan Personal Care Product 1125,Personal Care,34.42,89.08
SKU01126,Midan Frozen Product 1126,Frozen,47.39,102.77
SKU01127,Midan Household Product 1127,Household,54.13,132.93
SKU01128,Midan Baby Product 1128,Baby,69.73,160.45
SKU01129,Midan Fresh Product 1129,Fresh,79.73,182.88
SKU01130,Midan Pharmacy Product 1130,Pharmacy,101.33,166.66
SKU01131,Midan Beverages Product 1131,Beverages,95.44,202.12
SKU01132,Midan Dairy Product 1132,Dairy,101.34,213.33
SKU01133,Midan Snacks Product 1133,Snacks,6.88,12.87
SKU01134,Midan Grocery Product 1134,Grocery,22.29,43.09
SKU01135,Midan Personal Care Product 1135,Personal Care,29.25,74.63
SKU01136,Midan Frozen Product 1136,Frozen,34.47,89.44
SKU01137,Midan Household Product 1137,Household,67.64,130.11
SKU01138,Midan Baby Product 1138,Baby,53.07,127.32
SKU01139,Midan Fresh Product 1139,Fresh,69.64,154.84
SKU01140,Midan Pharmacy Product 1140,Pharmacy,99.99,165.86
SKU01141,Midan Beverages Product 1141,Beverages,86.11,187.06
SKU01142,Midan Dairy Product 1142,Dairy,97.95,234.47
SKU01143,Midan Snacks Product 1143,Snacks,130.48,220.25
SKU01144,Midan Grocery Product 1144,Grocery,15.22,40.61
SKU01145,Midan Personal Care Product 1145,Personal Care,24.91,55.47
SKU01146,Midan Frozen Product 1146,Frozen,37.94,82.4
SKU01147,Midan Household Product 1147,Household,47.83,80.92
SKU01148,Midan Baby Product 1148,Baby,67.89,112.72
SKU01149,Midan Fresh Product 1149,Fresh,78.08,154.55
SKU01150,Midan Pharmacy Product 1150,Pharmacy,93.11,155.15
SKU01151,Midan Beverages Product 1151,Beverages,81.66,221.54
SKU01152,Midan Dairy Product 1152,Dairy,97.62,211.45
SKU01153,Midan Snacks Product 1153,Snacks,127.83,225.78
SKU01154,Midan Grocery Product 1154,Grocery,119.92,225.75
SKU01155,Midan Personal Care Product 1155,Personal Care,24.28,50.35
SKU01156,Midan Frozen Product 1156,Frozen,29.41,47.17
SKU01157,Midan Household Product 1157,Household,34.32,78.18
SKU01158,Midan Baby Product 1158,Baby,54.32,109.14
SKU01159,Midan Fresh Product 1159,Fresh,69.87,142.17
SKU01160,Midan Pharmacy Product 1160,Pharmacy,86.99,161.27
SKU01161,Midan Beverages Product 1161,Beverages,93.49,159.76
SKU01162,Midan Dairy Product 1162,Dairy,91.82,197.8
SKU01163,Midan Snacks Product 1163,Snacks,107.61,251.18
SKU01164,Midan Grocery Product 1164,Grocery,142.36,219.84
SKU01165,Midan Personal Care Product 1165,Personal Care,12.82,32.68
SKU01166,Midan Frozen Product 1166,Frozen,32.28,51.98
SKU01167,Midan Household Product 1167,Household,31.98,81.3
SKU01168,Midan Baby Product 1168,Baby,36.68,86.51
SKU01169,Midan Fresh Product 1169,Fresh,51.39,114.83
SKU01170,Midan Pharmacy Product 1170,Pharmacy,71.86,164.71
SKU01171,Midan Beverages Product 1171,Beverages,69.24,163.6
SKU01172,Midan Dairy Product 1172,Dairy,80.92,187.98
SKU01173,Midan Snacks Product 1173,Snacks,85.88,189.5
SKU01174,Midan Grocery Product 1174,Grocery,120.53,225.03
SKU01175,Midan Personal Care Product 1175,Personal Care,113.04,270.22
SKU01176,Midan Frozen Product 1176,Frozen,22.18,42.01
SKU01177,Midan Household Product 1177,Household,24.52,51.97
SKU01178,Midan Baby Product 1178,Baby,41.11,88.8
SKU01179,Midan Fresh Product 1179,Fresh,46.86,118.8
SKU01180,Midan Pharmacy Product 1180,Pharmacy,55.58,131.5
SKU01181,Midan Beverages Product 1181,Beverages,74.24,165.17
SKU01182,Midan Dairy Product 1182,Dairy,74.01,163.83
SKU01183,Midan Snacks Product 1183,Snacks,98.52,199.41
SKU01184,Midan Grocery Product 1184,Grocery,106.43,192.58
SKU01185,Midan Personal Care Product 1185,Personal Care,120.13,253.09
SKU01186,Midan Frozen Product 1186,Frozen,15.46,26.39
SKU01187,Midan Household Product 1187,Household,23.88,46.62
SKU01188,Midan Baby Product 1188,Baby,37.67,69.73
SKU01189,Midan Fresh Product 1189,Fresh,54.03,86.3
SKU01190,Midan Pharmacy Product 1190,Pharmacy,56.43,100.61
SKU01191,Midan Beverages Product 1191,Beverages,81.51,149.06
SKU01192,Midan Dairy Product 1192,Dairy,90.03,147.19
SKU01193,Midan Snacks Product 1193,Snacks,98.06,167.64
SKU01194,Midan Grocery Product 1194,Grocery,103.05,225.61
SKU01195,Midan Personal Care Product 1195,Personal Care,107.95,260.79
SKU01196,Midan Frozen Product 1196,Frozen,140.95,248.97
SKU01197,Midan Household Product 1197,Household,24.95,43.49
SKU01198,Midan Baby Product 1198,Baby,21.07,47.01
SKU01199,Midan Fresh Product 1199,Fresh,38.34,89.21
SKU01200,Midan Pharmacy Product 1200,Pharmacy,57.96,123.94
SKU01201,Midan Beverages Product 1201,Beverages,55.83,132.13
SKU01202,Midan Dairy Product 1202,Dairy,65.34,148.32
SKU01203,Midan Snacks Product 1203,Snacks,94.18,206.6
SKU01204,Midan Grocery Product 1204,Grocery,100.83,184.6
SKU01205,Midan Personal Care Product 1205,Personal Care,95.48,205.44
SKU01206,Midan Frozen Product 1206,Frozen,124.8,236.75
SKU01207,Midan Household Product 1207,Household,147.19,254.54
SKU01208,Midan Baby Product 1208,Baby,27.19,50.75
SKU01209,Midan Fresh Product 1209,Fresh,21.88,53.56
SKU01210,Midan Pharmacy Product 1210,Pharmacy,41.91,71.89
SKU01211,Midan Beverages Product 1211,Beverages,46.62,114.37
SKU01212,Midan Dairy Product 1212,Dairy,62.91,148.52
SKU01213,Midan Snacks Product 1213,Snacks,77.89,128.67
SKU01214,Midan Grocery Product 1214,Grocery,100.35,209.04
SKU01215,Midan Personal Care Product 1215,Personal Care,104.48,195.07
SKU01216,Midan Frozen Product 1216,Frozen,125.97,220.87
SKU01217,Midan Household Product 1217,Household,142.16,246.54
SKU01218,Midan Baby Product 1218,Baby,22.56,37.74
SKU01219,Midan Fresh Product 1219,Fresh,21.04,48.42
SKU01220,Midan Pharmacy Product 1220,Pharmacy,41.16,84.72
SKU01221,Midan Beverages Product 1221,Beverages,58.95,111.8
SKU01222,Midan Dairy Product 1222,Dairy,65.82,125.72
SKU01223,Midan Snacks Product 1223,Snacks,78.0,164.54
SKU01224,Midan Grocery Product 1224,Grocery,69.64,168.87
SKU01225,Midan Personal Care Product 1225,Personal Care,78.31,181.87
SKU01226,Midan Frozen Product 1226,Frozen,99.58,212.8
SKU01227,Midan Household Product 1227,Household,113.32,211.03
SKU01228,Midan Baby Product 1228,Baby,133.1,230.89
SKU01229,Midan Fresh Product 1229,Fresh,12.53,24.06
SKU01230,Midan Pharmacy Product 1230,Pharmacy,36.41,75.02
SKU01231,Midan Beverages Product 1231,Beverages,41.46,79.81
SKU01232,Midan Dairy Product 1232,Dairy,52.14,105.55
SKU01233,Midan Snacks Product 1233,Snacks,50.16,121.22
SKU01234,Midan Grocery Product 1234,Grocery,74.3,133.93
SKU01235,Midan Personal Care Product 1235,Personal Care,73.94,160.79
SKU01236,Midan Frozen Product 1236,Frozen,85.97,208.88
SKU01237,Midan Household Product 1237,Household,127.49,242.92
SKU01238,Midan Baby Product 1238,Baby,104.67,270.68
SKU01239,Midan Fresh Product 1239,Fresh,12.06,22.39
SKU01240,Midan Pharmacy Product 1240,Pharmacy,28.06,52.17
SKU01241,Midan Beverages Product 1241,Beverages,36.07,72.54
SKU01242,Midan Dairy Product 1242,Dairy,44.31,84.43
SKU01243,Midan Snacks Product 1243,Snacks,68.9,122.95
SKU01244,Midan Grocery Product 1244,Grocery,70.51,129.26
SKU01245,Midan Personal Care Product 1245,Personal Care,75.46,173.97
SKU01246,Midan Frozen Product 1246,Frozen,85.31,222.34
SKU01247,Midan Household Product 1247,Household,84.83,185.16
SKU01248,Midan Baby Product 1248,Baby,126.23,260.12
SKU01249,Midan Fresh Product 1249,Fresh,106.45,255.77
SKU01250,Midan Pharmacy Product 1250,Pharmacy,21.73,41.14
SKU01251,Midan Beverages Product 1251,Beverages,33.66,63.98
SKU01252,Midan Dairy Product 1252,Dairy,33.49,66.54
SKU01253,Midan Snacks Product 1253,Snacks,37.55,98.38
SKU01254,Midan Grocery Product 1254,Grocery,63.56,117.78
SKU01255,Midan Personal Care Product 1255,Personal Care,66.59,147.21
SKU01256,Midan Frozen Product 1256,Frozen,69.05,178.15
SKU01257,Midan Household Product 1257,Household,100.23,202.44
SKU01258,Midan Baby Product 1258,Baby,113.06,237.66
SKU01259,Midan Fresh Product 1259,Fresh,128.6,205.39
SKU01260,Midan Pharmacy Product 1260,Pharmacy,12.23,23.93
SKU01261,Midan Beverages Product 1261,Beverages,23.63,48.15
SKU01262,Midan Dairy Product 1262,Dairy,33.75,70.54
SKU01263,Midan Snacks Product 1263,Snacks,36.94,85.16
SKU01264,Midan Grocery Product 1264,Grocery,63.91,102.25
SKU01265,Midan Personal Care Product 1265,Personal Care,77.96,151.17
SKU01266,Midan Frozen Product 1266,Frozen,76.67,184.66
SKU01267,Midan Household Product 1267,Household,90.85,164.32
SKU01268,Midan Baby Product 1268,Baby,96.28,193.16
SKU01269,Midan Fresh Product 1269,Fresh,109.1,256.32
SKU01270,Midan Pharmacy Product 1270,Pharmacy,120.83,255.97
SKU01271,Midan Beverages Product 1271,Beverages,15.98,29.65
SKU01272,Midan Dairy Product 1272,Dairy,24.06,40.59
SKU01273,Midan Snacks Product 1273,Snacks,35.69,72.72
SKU01274,Midan Grocery Product 1274,Grocery,60.41,122.33
SKU01275,Midan Personal Care Product 1275,Personal Care,59.68,113.6
SKU01276,Midan Frozen Product 1276,Frozen,55.74,141.01
SKU01277,Midan Household Product 1277,Household,76.85,150.66
SKU01278,Midan Baby Product 1278,Baby,82.0,201.67
SKU01279,Midan Fresh Product 1279,Fresh,102.81,222.21
SKU01280,Midan Pharmacy Product 1280,Pharmacy,109.38,246.18
SKU01281,Midan Beverages Product 1281,Beverages,121.89,249.43
SKU01282,Midan Dairy Product 1282,Dairy,14.64,33.77
SKU01283,Midan Snacks Product 1283,Snacks,28.4,52.89
SKU01284,Midan Grocery Product 1284,Grocery,39.97,99.84
SKU01285,Midan Personal Care Product 1285,Personal Care,56.82,113.63
SKU01286,Midan Frozen Product 1286,Frozen,62.35,114.68
SKU01287,Midan Household Product 1287,Household,85.61,172.43
SKU01288,Midan Baby Product 1288,Baby,82.75,156.86
SKU01289,Midan Fresh Product 1289,Fresh,87.82,186.9
SKU01290,Midan Pharmacy Product 1290,Pharmacy,102.91,183.94
SKU01291,Midan Beverages Product 1291,Beverages,117.47,255.39
SKU01292,Midan Dairy Product 1292,Dairy,17.69,36.09
SKU01293,Midan Snacks Product 1293,Snacks,29.62,65.96
SKU01294,Midan Grocery Product 1294,Grocery,29.66,72.29
SKU01295,Midan Personal Care Product 1295,Personal Care,45.44,99.58
SKU01296,Midan Frozen Product 1296,Frozen,55.28,117.75
SKU01297,Midan Household Product 1297,Household,79.16,157.08
SKU01298,Midan Baby Product 1298,Baby,71.92,167.55
SKU01299,Midan Fresh Product 1299,Fresh,80.36,208.1
SKU01300,Midan Pharmacy Product 1300,Pharmacy,121.44,228.29
SKU01301,Midan Beverages Product 1301,Beverages,107.95,215.21
SKU01302,Midan Dairy Product 1302,Dairy,105.98,247.21
SKU01303,Midan Snacks Product 1303,Snacks,9.48,24.04
SKU01304,Midan Grocery Product 1304,Grocery,25.81,52.89
SKU01305,Midan Personal Care Product 1305,Personal Care,38.72,64.9
SKU01306,Midan Frozen Product 1306,Frozen,53.64,119.06
SKU01307,Midan Household Product 1307,Household,60.87,137.73
SKU01308,Midan Baby Product 1308,Baby,72.47,136.09
SKU01309,Midan Fresh Product 1309,Fresh,96.53,178.35
